Date,Stock Splits
2000-05-02 00:00:00-03:00,100.0
2003-05-02 00:00:00-03:00,1.3
2004-04-30 00:00:00-03:00,2.0
2005-04-12 00:00:00-03:00,1.5
2006-04-13 00:00:00-03:00,1.5
2008-06-13 00:00:00-03:00,2.0
2023-03-22 00:00:00-03:00,1.05
2024-04-18 00:00:00-03:00,1.2
