Date,Stock Splits
2007-04-25 00:00:00-03:00,3.0
2013-05-02 00:00:00-03:00,1.05
2017-05-03 00:00:00-03:00,1.05
2017-11-23 00:00:00-02:00,3.0
2019-12-23 00:00:00-03:00,1.05
