symbol,name,sector,industry,marketCap,PE_ratio,PB_ratio,EPS,dividendYield,debtToEquity,Datetime,Close,High,Low,Open,Volume
,,,,,,,,,,,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:03:00+00:00,21.950000762939453,21.959999084472656,21.899999618530273,21.899999618530273,0
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:04:00+00:00,21.959999084472656,21.979999542236328,21.899999618530273,21.950000762939453,51700
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:05:00+00:00,21.950000762939453,21.979999542236328,21.93000030517578,21.950000762939453,16000
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:06:00+00:00,22.0,22.020000457763672,21.940000534057617,21.950000762939453,95800
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:07:00+00:00,22.020000457763672,22.030000686645508,21.979999542236328,21.989999771118164,38000
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:08:00+00:00,22.079999923706055,22.079999923706055,21.979999542236328,22.0,112700
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:09:00+00:00,22.100000381469727,22.100000381469727,22.059999465942383,22.06999969482422,47500
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:10:00+00:00,22.079999923706055,22.100000381469727,22.040000915527344,22.100000381469727,77200
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:11:00+00:00,22.049999237060547,22.09000015258789,22.049999237060547,22.079999923706055,68200
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:12:00+00:00,22.06999969482422,22.09000015258789,22.059999465942383,22.059999465942383,22400
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:13:00+00:00,22.09000015258789,22.1200008392334,22.059999465942383,22.079999923706055,180800
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:14:00+00:00,22.079999923706055,22.09000015258789,22.049999237060547,22.059999465942383,41000
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:15:00+00:00,22.06999969482422,22.09000015258789,22.049999237060547,22.079999923706055,124100
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:16:00+00:00,22.059999465942383,22.09000015258789,22.059999465942383,22.09000015258789,38700
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:17:00+00:00,22.09000015258789,22.100000381469727,22.059999465942383,22.079999923706055,83100
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:18:00+00:00,22.09000015258789,22.09000015258789,22.059999465942383,22.06999969482422,11600
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:19:00+00:00,22.09000015258789,22.100000381469727,22.06999969482422,22.079999923706055,55900
BBAS3,Banco do Brasil S.A.,Financial Services,Banks - Regional,128781287424,10.026667,0.7135176,2.25,0.82,,2025-11-25 13:20:00+00:00,22.09000015258789,22.100000381469727,22.06999969482422,22.06999969482422,5500
