Date,Stock Splits
2015-10-01 00:00:00-03:00,0.125
2017-09-05 00:00:00-03:00,8.0
2019-08-06 00:00:00-03:00,8.0
2020-10-14 00:00:00-03:00,4.0
2024-05-27 00:00:00-03:00,0.1
