symbol,name,sector,industry,marketCap,PE_ratio,PB_ratio,EPS,dividendYield,debtToEquity,Datetime,Close,High,Low,Open,Volume
,,,,,,,,,,,MGLU3.SA,MGLU3.SA,MGLU3.SA,MGLU3.SA,MGLU3.SA
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:03:00+00:00,9.949999809265137,9.960000038146973,9.920000076293945,9.960000038146973,0
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:04:00+00:00,9.930000305175781,9.960000038146973,9.880000114440918,9.949999809265137,183100
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:05:00+00:00,9.850000381469727,9.930000305175781,9.819999694824219,9.930000305175781,186400
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:06:00+00:00,9.899999618530273,9.90999984741211,9.84000015258789,9.850000381469727,106900
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:07:00+00:00,9.90999984741211,9.90999984741211,9.869999885559082,9.899999618530273,39100
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:08:00+00:00,9.949999809265137,9.970000267028809,9.90999984741211,9.920000076293945,189900
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:09:00+00:00,9.9399995803833,9.960000038146973,9.920000076293945,9.960000038146973,84600
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:10:00+00:00,9.90999984741211,9.930000305175781,9.899999618530273,9.930000305175781,33400
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:11:00+00:00,9.9399995803833,9.960000038146973,9.920000076293945,9.920000076293945,38700
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:12:00+00:00,9.9399995803833,9.960000038146973,9.9399995803833,9.9399995803833,54500
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:13:00+00:00,9.960000038146973,9.960000038146973,9.930000305175781,9.9399995803833,16400
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:14:00+00:00,9.9399995803833,9.949999809265137,9.930000305175781,9.949999809265137,79500
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:15:00+00:00,9.9399995803833,9.949999809265137,9.90999984741211,9.949999809265137,96500
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:16:00+00:00,9.960000038146973,9.960000038146973,9.949999809265137,9.949999809265137,37100
MGLU3,Magazine Luiza S.A.,Consumer Cyclical,Specialty Retail,7812314624,21.18,0.70002645,0.5,2.95,85.197,2025-11-25 13:17:00+00:00,9.979999542236328,9.989999771118164,9.960000038146973,9.960000038146973,74300
