Date,Stock Splits
2005-06-30 00:00:00-03:00,0.003952569169960474
2006-10-04 00:00:00-03:00,5.0
2015-09-24 00:00:00-03:00,5.0
2017-05-04 00:00:00-03:00,1.1
2019-05-02 00:00:00-03:00,1.1
2021-10-22 00:00:00-03:00,1.1
2021-11-05 00:00:00-03:00,1.1
2024-11-28 00:00:00-03:00,1.1
2024-12-12 00:00:00-03:00,1.1
